region,marriages,date
15000000000 Брянская область,1370,2018-08-01
15000000000 Брянская область,1252,2019-08-01
15000000000 Брянская область,1065,2020-08-01
15000000000 Брянская область,1427,2006-09-01
15000000000 Брянская область,1508,2007-09-01
15000000000 Брянская область,1159,2008-09-01
15000000000 Брянская область,1196,2009-09-01
15000000000 Брянская область,1197,2010-09-01
15000000000 Брянская область,1578,2011-09-01
15000000000 Брянская область,1326,2012-09-01
15000000000 Брянская область,1204,2013-09-01
15000000000 Брянская область,1072,2014-09-01
15000000000 Брянская область,1060,2015-09-01
15000000000 Брянская область,922,2016-09-01
